Product_Name,Discount,Total_Loss
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,0.4,-52.64
GBC Durable Plastic Covers,0.8,-52.63
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.3,-52.2
AT&T 841000 Phone,0.4,-51.75
Tennsco Regal Shelving Units,0.2,-51.72
GBC DocuBind TL200 Manual Binding Machine,0.7,-51.52
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,0.2,-50.92
Motorola L804,0.4,-50.59
ClearSounds CSC500 Amplified Spirit Phone Corded phone,0.4,-50.39
iOttie XL Car Mount,0.2,-50.37
Tennsco Commercial Shelving,0.2,-50.24
Poly Designer Cover & Back,0.7,-50.13
Global Troy Executive Leather Low-Back Tilter,0.3,-50.1
GBC Twin Loop Wire Binding Elements,0.8,-49.92
Plantronics Voyager Pro Legend,0.4,-49.44
GBC Recycled VeloBinder Covers,0.7,-49.08
Avaya 5410 Digital phone,0.4,-48.95
"Global Task Chair, Black",0.3,-48.35
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",0.8,-48.29
KI Adjustable-Height Table,0.3,-48.15
Hon Comfortask Task/Swivel Chairs,0.3,-47.87
Tennsco 6- and 18-Compartment Lockers,0.2,-47.73
GBC Linen Binding Covers,0.7,-47.71
GBC VeloBinder Manual Binding System,0.7,-47.51
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",0.7,-47.43
Aastra 6757i CT Wireless VoIP phone,0.4,-47.4
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",0.6,-47.22
Bevis Boat-Shaped Conference Table,0.3,-47.18
Panasonic KX TS208W Corded phone,0.4,-47.03
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.32,-46.98
Cisco SPA301,0.4,-46.8
DAX Black Cherry Wood-Tone Poster Frame,0.6,-46.6
Laminate Occasional Tables,0.2,-46.24
GBC Premium Transparent Covers with Diagonal Lined Pattern,0.7,-46.16
Lexmark S315 Color Inkjet Printer,0.7,-46.0
Surelock Post Binders,0.8,-45.84
Hon 2111 Invitation Series Straight Table,0.5,-45.83
"Contract Clock, 14"", Brown",0.6,-45.72
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",0.2,-45.69
Hon Comfortask Task/Swivel Chairs,0.2,-45.59
O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.5,-45.35
"Iceberg OfficeWorks 42"" Round Tables",0.3,-45.29
"Iris 3-Drawer Stacking Bin, Black",0.2,-45.12
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",0.7,-45.1
Panasonic KX T7736-B Digital phone,0.4,-44.98
SAFCO Arco Folding Chair,0.3,-44.19
"Seth Thomas 16"" Steel Case Clock",0.6,-43.85
Office Star - Ergonomically Designed Knee Chair,0.3,-43.73
GE 30524EE4,0.4,-43.12
Bevis Round Conference Room Tables and Bases,0.3,-43.03
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.7,-43.03
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",0.7,-42.8
Hon 61000 Series Interactive Training Tables,0.5,-42.65
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,0.6,-42.49
Sauder Barrister Bookcases,0.32,-42.11
"O'Sullivan Elevations Bookcase, Cherry Finish",0.2,-41.91
GBC Durable Plastic Covers,0.7,-41.8
Ibico EB-19 Dual Function Manual Binding System,0.7,-41.52
Ibico Plastic Spiral Binding Combs,0.8,-41.34
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",0.6,-41.26
GBC Instant Report Kit,0.8,-40.76
GBC Recycled Regency Composition Covers,0.8,-40.65
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",0.8,-40.35
Global Super Steno Chair,0.2,-40.31
Logitech K350 2.4Ghz Wireless Keyboard,0.2,-40.31
Heavy-Duty E-Z-D Binders,0.7,-40.15
Anker Astro 15000mAh USB Portable Charger,0.2,-39.99
Office Star Flex Back Scooter Chair with White Frame,0.2,-39.95
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",0.2,-39.95
Office Star - Contemporary Task Swivel Chair,0.3,-39.95
"Global Value Steno Chair, Gray",0.3,-39.48
GBC Prestige Therm-A-Bind Covers,0.7,-39.46
"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.8,-39.4
Office Star - Ergonomically Designed Knee Chair,0.2,-38.87
Balt Split Level Computer Training Table,0.3,-38.85
Avery Recycled Flexi-View Covers for Binding Systems,0.7,-38.79
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",0.7,-38.76
Cardinal EasyOpen D-Ring Binders,0.7,-38.39
"GBC White Gloss Covers, Plain Front",0.8,-38.23
"Tennsco Lockers, Gray",0.2,-38.18
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.8,-38.11
GBC Recycled Grain Textured Covers,0.7,-37.99
Rogers Deluxe File Chest,0.2,-37.59
Wilson Jones Leather-Like Binders with DublLock Round Rings,0.8,-37.45
GBC VeloBind Cover Sets,0.7,-37.06
KI Conference Tables,0.2,-36.86
"O'Sullivan Elevations Bookcase, Cherry Finish",0.3,-36.67
Contemporary Wood/Metal Frame,0.6,-36.36
O'Sullivan Living Dimensions 2-Shelf Bookcases,0.2,-36.29
Bush Mission Pointe Library,0.32,-36.24
Logitech G13 Programmable Gameboard with LCD Display,0.2,-36.0
Sauder Inglewood Library Bookcases,0.3,-35.91
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.8,-35.82
AT&T 1080 Corded phone,0.4,-35.62
Panasonic Kx-TS550,0.4,-35.41
GBC Plasticlear Binding Covers,0.7,-35.36
Storex Dura Pro Binders,0.8,-35.22
Global Executive Mid-Back Manager's Chair,0.3,-34.92
"Bush Cubix Conference Tables, Fully Assembled",0.4,-34.65
Ibico Recycled Grain-Textured Covers,0.7,-34.54
"Sauder Camden County Collection Libraries, Planked Cherry Finish",0.15,-34.49
Deluxe Heavy-Duty Vinyl Round Ring Binder,0.7,-34.38
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,0.4,-34.31
Flexible Leather- Look Classic Collection Ring Binder,0.8,-34.09
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.8,-34.03
Holmes Odor Grabber,0.8,-33.89
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",0.6,-33.64
"Performers Binder/Pad Holder, Black",0.7,-33.64
Recycled Easel Ring Binders,0.7,-33.57
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",0.8,-33.36
WD My Passport Ultra 2TB Portable External Hard Drive,0.2,-33.32
GBC Plasticlear Binding Covers,0.8,-33.06
Hon Every-Day Chair Series Swivel Task Chairs,0.3,-32.66
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0.7,-32.42
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,0.2,-32.39
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",0.3,-32.26
Sauder Cornerstone Collection Library,0.2,-32.22
Hon 4070 Series Pagoda Round Back Stacking Chairs,0.3,-32.1
Deluxe Heavy-Duty Vinyl Round Ring Binder,0.8,-32.09
"Global Task Chair, Black",0.2,-32.06
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",0.6,-31.86
Balt Solid Wood Rectangular Table,0.2,-31.65
Bionaire 99.97% HEPA Air Cleaner,0.8,-31.54
Recycled Easel Ring Binders,0.8,-31.33
Fellowes Neat Ideas Storage Cubes,0.2,-31.18
Ibico Standard Transparent Covers,0.7,-31.15
Macally Suction Cup Mount,0.2,-31.07
"Lesro Round Back Collection Coffee Table, End Table",0.3,-31.03
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,0.2,-30.94
Acco 6 Outlet Guardian Premium Surge Suppressor,0.8,-30.87
"Dana Fluorescent Magnifying Lamp, White, 36""",0.6,-30.59
Fellowes Presentation Covers for Comb Binding Machines,0.8,-30.55
"Lifetime Advantage Folding Chairs, 4/Carton",0.3,-30.53
"Global Value Mid-Back Manager's Chair, Gray",0.3,-30.45
Hon 4-Shelf Metal Bookcases,0.3,-30.29
Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.7,-29.96
"Eldon Expressions Wood Desk Accessories, Oak",0.6,-29.74
GuestStacker Chair with Chrome Finish Legs,0.3,-29.74
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,0.2,-29.48
"Padded Folding Chairs, Black, 4/Carton",0.3,-29.15
Avery Premier Heavy-Duty Binder with Round Locking Rings,0.8,-29.13
Tuf-Vin Binders,0.7,-29.05
"Wilson Jones 1"" Hanging DublLock Ring Binders",0.7,-29.04
GBC Personal VeloBind Strips,0.7,-28.99
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",0.2,-28.98
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0.2,-28.96
Fellowes Recycled Storage Drawers,0.2,-28.87
Mophie Juice Pack Helium for iPhone,0.4,-28.8
Space Solutions Industrial Galvanized Steel Shelving.,0.2,-28.37
Avery Heavy-Duty EZD View Binder with Locking Rings,0.8,-28.2
Plantronics 81402,0.4,-27.72
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",0.6,-27.64
"Global Stack Chair without Arms, Black",0.3,-27.28
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",0.2,-27.27
"Bush Westfield Collection Bookcases, Fully Assembled",0.32,-27.26
"Global Leather and Oak Executive Chair, Black",0.3,-27.09
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",0.6,-26.76
Storex DuraTech Recycled Plastic Frosted Binders,0.8,-26.71
"Angle-D Binders with Locking Rings, Label Holders",0.8,-26.5
"SlimView Poly Binder, 3/8""",0.8,-26.42
Wilson Jones Legal Size Ring Binders,0.7,-26.39
Ibico Plastic and Wire Spiral Binding Combs,0.7,-26.3
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",0.8,-26.08
XtraLife ClearVue Slant-D Ring Binders by Cardinal,0.8,-25.87
Clear Mylar Reinforcing Strips,0.7,-25.79
"Avery Flip-Chart Easel Binder, Black",0.7,-25.74
Global Deluxe High-Back Manager's Chair,0.3,-25.74
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,0.3,-25.38
AT&T 17929 Lendline Telephone,0.4,-25.33
AT&T CL2909,0.4,-25.2
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",0.7,-25.03
Ibico Recycled Linen-Style Covers,0.8,-25.0
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,0.2,-24.96
WD My Passport Ultra 1TB Portable External Hard Drive,0.2,-24.84
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",0.6,-24.8
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.8,-24.71
Mediabridge Sport Armband iPhone 5s,0.2,-24.68
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.2,-24.56
"SAFCO Commercial Wire Shelving, 72h",0.2,-24.5
Speck Products Candyshell Flip Case,0.4,-24.49
Avery Durable Poly Binders,0.8,-24.44
Texas Instrument TI-15 Fraction Calculator,0.7,-24.28
"Electrix Incandescent Magnifying Lamp, Black",0.6,-24.19
Wilson Jones Impact Binders,0.8,-24.09
"Logitech B530 USB Headset - headset - Full size, Binaural",0.4,-24.04
Insertable Tab Post Binder Dividers,0.7,-23.98
DAX Wood Document Frame.,0.6,-23.89
GBC Imprintable Covers,0.8,-23.83
Insertable Tab Post Binder Dividers,0.8,-23.82
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0.7,-23.81
Staple-based wall hangings,0.6,-23.78
Avery Durable Slant Ring Binders,0.7,-23.76
Avery Non-Stick Binders,0.8,-23.57
"Bevis Oval Conference Table, Walnut",0.2,-23.49
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",0.3,-22.95
Aluminum Screw Posts,0.8,-22.89
Stiletto Hand Letter Openers,0.2,-22.85
Wilson Jones Custom Binder Spines & Labels,0.7,-22.85
Pressboard Hanging Data Binders for Unburst Sheets,0.7,-22.73
Vinyl Sectional Post Binders,0.8,-22.62
Dana Swing-Arm Lamps,0.6,-22.43
Safco Commercial Shelving,0.2,-22.32
Wilson Jones International Size A4 Ring Binders,0.8,-22.14
SpineVue Locking Slant-D Ring Binders by Cardinal,0.7,-22.12
Plantronics Single Ear Headset,0.7,-21.95
Plantronics MX500i Earset,0.2,-21.9
JM Magazine Binder,0.7,-21.79
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,0.2,-21.47
LG Electronics Tone+ HBS-730 Bluetooth Headset,0.4,-21.42
Hon 61000 Series Interactive Training Tables,0.3,-21.33
"DAX Metal Frame, Desktop, Stepped-Edge",0.6,-21.25
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.7,-21.11
Cardinal Hold-It CD Pocket,0.8,-21.07
iHome FM Clock Radio with Lightning Dock,0.4,-21.0
Telescoping Adjustable Floor Lamp,0.6,-20.99
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",0.8,-20.62
Wilson Jones Century Plastic Molded Ring Binders,0.8,-20.56
Ibico Standard Transparent Covers,0.8,-20.44
"Global Geo Office Task Chair, Gray",0.3,-20.25
Hon 4060 Series Tables,0.4,-20.15
Premium Transparent Presentation Covers by GBC,0.8,-20.14
Ibico Covers for Plastic or Wire Binding Elements,0.8,-20.13
"GBC White Gloss Covers, Plain Front",0.7,-19.98
GBC VeloBinder Strips,0.7,-19.97
Bevis 36 x 72 Conference Tables,0.3,-19.92
"Hon Metal Bookcases, Black",0.32,-19.87
"Linden 10"" Round Wall Clock, Black",0.6,-19.86
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",0.8,-19.81
DAX Wood Document Frame,0.6,-19.77
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",0.8,-19.76
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",0.6,-19.74
Logitech Desktop MK120 Mouse and keyboard Combo,0.2,-19.63
Logitech Keyboard K120,0.2,-19.6
Holmes HEPA Air Purifier,0.8,-19.6
Okidata C610n Printer,0.3,-19.47
"Executive Impressions 12"" Wall Clock",0.6,-19.44
GBC Standard Plastic Binding Systems Combs,0.8,-19.2
GBC Personal VeloBind Strips,0.8,-19.17
DAX Natural Wood-Tone Poster Frame,0.6,-19.07
Wilson Jones International Size A4 Ring Binders,0.7,-19.03
"GBC Laser Imprintable Binding System Covers, Desert Sand",0.8,-18.84
Belkin QODE FastFit Bluetooth Keyboard,0.2,-18.59
Global Chrome Stack Chair,0.3,-18.51
GBC Imprintable Covers,0.7,-18.45
Imation Clip USB flash drive - 8 GB,0.2,-18.42
ARKON Windshield Dashboard Air Vent Car Mount Holder,0.2,-18.31
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",0.8,-18.25
"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.7,-18.09
Ricoh - Ink Collector Unit for GX3000 Series Printers,0.7,-18.04
Logitech P710e Mobile Speakerphone,0.2,-18.02
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",0.6,-17.78
Fellowes Super Stor/Drawer Files,0.2,-17.77
GBC Standard Plastic Binding Systems' Combs,0.8,-17.58
Martin-Yale Premier Letter Opener,0.2,-17.52
Hon 5100 Series Wood Tables,0.2,-17.46
Nu-Dell Executive Frame,0.6,-17.44
GBC Wire Binding Combs,0.8,-17.06
Panasonic KX TS3282W Corded phone,0.4,-17.0
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,0.4,-16.79
Fellowes Black Plastic Comb Bindings,0.7,-16.73
Balt Split Level Computer Training Table,0.2,-16.65
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",0.2,-16.6
"Eldon Executive Woodline II Desk Accessories, Mahogany",0.6,-16.59
GBC ProClick Spines for 32-Hole Punch,0.8,-16.54
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,0.5,-16.43
Fellowes Binding Cases,0.8,-16.38
O'Sullivan Plantations 2-Door Library in Landvery Oak,0.2,-16.08
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,0.2,-15.99
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,0.4,-15.99
GBC Instant Index System for Binding Systems,0.7,-15.98
Bush Somerset Collection Bookcase,0.2,-15.72
Tenex Chairmats For Use with Hard Floors,0.2,-15.59
Mediabridge Sport Armband iPhone 5s,0.4,-15.58
"Bevis Round Bullnose 29"" High Table Top",0.3,-15.58
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.7,-15.56
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",0.6,-15.53
Gear Head AU3700S Headset,0.2,-15.46
"Global Fabric Manager's Chair, Dark Gray",0.3,-15.15
"Iceberg OfficeWorks 42"" Round Tables",0.2,-15.1
Belkin 7-Outlet SurgeMaster Home Series,0.8,-15.09
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,0.4,-15.0
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",0.8,-14.97
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,0.2,-14.79
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",0.8,-14.77
"Avery Flip-Chart Easel Binder, Black",0.8,-14.77
"Executive Impressions 13"" Clairmont Wall Clock",0.6,-14.61
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",0.7,-14.55
O'Sullivan 4-Shelf Bookcase in Odessa Pine,0.2,-14.52
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,0.15,-14.48
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",0.6,-14.47
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",0.32,-14.46
GBC ProClick Spines for 32-Hole Punch,0.7,-14.41
Tensor Brushed Steel Torchiere Floor Lamp,0.6,-14.27
3M Organizer Strips,0.7,-14.26
Westinghouse Clip-On Gooseneck Lamps,0.6,-14.23
Accohide Poly Flexible Ring Binders,0.7,-14.21
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",0.32,-14.2
Pressboard Hanging Data Binders for Unburst Sheets,0.8,-14.17
Anderson Hickey Conga Table Tops & Accessories,0.4,-14.16
"Bush Westfield Collection Bookcases, Fully Assembled",0.3,-14.14
Hon Olson Stacker Stools,0.3,-14.08
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",0.7,-14.04
iOttie HLCRIO102 Car Mount,0.4,-13.99
Plastic Binding Combs,0.7,-13.94
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",0.8,-13.93
Wilson Jones Turn Tabs Binder Tool for Ring Binders,0.7,-13.88
Avery Binding System Hidden Tab Executive Style Index Sets,0.8,-13.85
Premium Transparent Presentation Covers by GBC,0.7,-13.85
Fellowes Black Plastic Comb Bindings,0.8,-13.83
Avery Poly Binder Pockets,0.8,-13.75
"Avery Durable Slant Ring Binders, No Labels",0.7,-13.73
Trimflex Flexible Post Binders,0.8,-13.68
Hoover Commercial SteamVac,0.8,-13.58
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",0.7,-13.57
Bevis Steel Folding Chairs,0.3,-13.43
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",0.7,-13.4
Rogers Profile Extra Capacity Storage Tub,0.2,-13.39
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",0.8,-13.34
Cisco Small Business SPA 502G VoIP phone,0.4,-13.33
GBC Instant Index System for Binding Systems,0.8,-13.32
Avery Durable Poly Binders,0.7,-13.27
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.7,-13.19
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",0.1,-13.1
Zipper Ring Binder Pockets,0.7,-13.1
Panasonic KX T7731-B Digital phone,0.4,-13.0
Bestar Classic Bookcase,0.32,-13.0
Acco 6 Outlet Guardian Basic Surge Suppressor,0.8,-12.98
Avery Hanging File Binders,0.7,-12.92
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",0.15,-12.88
"Executive Impressions 16-1/2"" Circular Wall Clock",0.6,-12.83
"Lesro Round Back Collection Coffee Table, End Table",0.2,-12.78
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",0.15,-12.69
"Global Leather Task Chair, Black",0.2,-12.6
Eldon Shelf Savers Cubes and Bins,0.2,-12.56
Grandstream GXP1160 VoIP phone,0.4,-12.51
Surelock Post Binders,0.7,-12.22
DAX Cubicle Frames - 8x10,0.6,-12.12
Eldon Gobal File Keepers,0.2,-12.11
Acco 6 Outlet Guardian Standard Surge Suppressor,0.8,-12.09
"Global Manager's Adjustable Task Chair, Storm",0.3,-12.08
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",0.6,-12.01
Avery Durable Slant Ring Binders With Label Holder,0.7,-11.95
VariCap6 Expandable Binder,0.7,-11.94
Kingston Digital DataTraveler 32GB USB 2.0,0.2,-11.87
"Alliance Super-Size Bands, Assorted Sizes",0.2,-11.83
Avery Reinforcements for Hole-Punch Pages,0.8,-11.78
Avery Hole Reinforcements,0.7,-11.77
Belkin 6 Outlet Metallic Surge Strip,0.8,-11.76
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,0.2,-11.69
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,0.3,-11.67
O'Sullivan 2-Shelf Heavy-Duty Bookcases,0.2,-11.66
GBC Instant Report Kit,0.7,-11.65
"Bush Westfield Collection Bookcases, Medium Cherry Finish",0.32,-11.6
GBC Recycled VeloBinder Covers,0.8,-11.59
GBC VeloBinder Strips,0.8,-11.52
Vtech CS6719,0.4,-11.52
Staple remover,0.2,-11.47
Ibico Plastic and Wire Spiral Binding Combs,0.8,-11.46
Acco Perma 4000 Stacking Storage Drawers,0.2,-11.37
Dax Clear Box Frame,0.6,-11.35
"DAX Copper Panel Document Frame, 5 x 7 Size",0.6,-11.32
Eldon 100 Class Desk Accessories,0.6,-11.32
Accohide Poly Flexible Ring Binders,0.8,-11.22
Avery Hidden Tab Dividers for Binding Systems,0.8,-11.15
GBC Standard Plastic Binding Systems' Combs,0.7,-10.99
Nokia Lumia 521 (T-Mobile),0.4,-10.8
Acco Expandable Hanging Binders,0.7,-10.72
Avery Durable Binders,0.8,-10.71
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",0.8,-10.65
Shocksock Galaxy S4 Armband,0.2,-10.51
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",0.8,-10.5
Angle-D Ring Binders,0.7,-10.5
Howard Miller Distant Time Traveler Alarm Clock,0.6,-10.42
Tuf-Vin Binders,0.8,-10.42
Satellite Sectional Post Binders,0.7,-10.42
"Seth Thomas 13 1/2"" Wall Clock",0.6,-10.31
Belkin Standard 104 key USB Keyboard,0.2,-10.21
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,0.8,-10.15
DAX Clear Channel Poster Frame,0.6,-10.06
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,0.4,-10.05
Wilson Jones Leather-Like Binders with DublLock Round Rings,0.7,-10.04
Acco Suede Grain Vinyl Round Ring Binder,0.7,-10.01
UniKeep View Case Binders,0.8,-9.98
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",0.7,-9.97
"Eldon Image Series Desk Accessories, Ebony",0.6,-9.88
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,0.4,-9.87
"GBC Laser Imprintable Binding System Covers, Desert Sand",0.7,-9.85
Avery Heavy-Duty EZD  Binder With Locking Rings,0.7,-9.82
Square Credit Card Reader,0.4,-9.79
Wilson Jones Easy Flow II Sheet Lifters,0.8,-9.79
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",0.15,-9.68
Avery Hole Reinforcements,0.8,-9.66
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",0.7,-9.59
Presstex Flexible Ring Binders,0.8,-9.55
Stacking Trays by OIC,0.6,-9.41
Grandstream GXP2100 Mainstream Business Phone,0.4,-9.18
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,0.4,-9.18
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",0.7,-9.18
Wilson Jones Active Use Binders,0.7,-9.17
GBC Plastic Binding Combs,0.8,-9.15
"Leather Task Chair, Black",0.3,-9.1
"Stacking Tray, Side-Loading, Legal, Smoke",0.6,-9.09
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,0.2,-9.0
Avery Reinforcements for Hole-Punch Pages,0.7,-8.91
Akro Stacking Bins,0.2,-8.84
Avery Metallic Poly Binders,0.7,-8.82
"SlimView Poly Binder, 3/8""",0.7,-8.7
Harbour Creations 67200 Series Stacking Chairs,0.3,-8.54
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",0.8,-8.53
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",0.6,-8.53
GBC Standard Therm-A-Bind Covers,0.8,-8.47
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,0.2,-8.46
"Wilson Jones 1"" Hanging DublLock Ring Binders",0.8,-8.45
Global Adaptabilities Conference Tables,0.2,-8.43
Cisco SPA525G2 IP Phone - Wireless,0.4,-8.38
Tenex B1-RE Series Chair Mats for Low Pile Carpets,0.2,-8.28
Acco Translucent Poly Ring Binders,0.7,-8.24
Recycled Pressboard Report Cover with Reinforced Top Hinge,0.7,-8.14
Wilson Jones Four-Pocket Poly Binders,0.8,-8.11
"Global Geo Office Task Chair, Gray",0.1,-8.1
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,0.2,-8.1
Hon Valutask Swivel Chairs,0.2,-8.08
Global Low Back Tilter Chair,0.1,-8.08
"Global Push Button Manager's Chair, Indigo",0.3,-7.92
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",0.7,-7.91
Global Italian Leather Office Chair,0.3,-7.86
Avery Durable Binders,0.7,-7.86
XtraLife ClearVue Slant-D Ring Binders by Cardinal,0.7,-7.84
3M Polarizing Light Filter Sleeves,0.6,-7.83
Acco Side-Punched Conventional Columnar Pads,0.2,-7.81
Binder Posts,0.8,-7.81
"Rogers Jumbo File, Granite",0.2,-7.74
Sony 16GB Class 10 Micro SDHC R40 Memory Card,0.2,-7.73
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",0.2,-7.68
"Eldon Imàge Series Desk Accessories, Clear",0.6,-7.44
Acco Perma 2700 Stacking Storage Drawers,0.2,-7.44
Logitech G19 Programmable Gaming Keyboard,0.2,-7.44
Storex Dura Pro Binders,0.7,-7.43
OtterBox Defender Series Case - iPhone 5c,0.4,-7.4
Hoover Portapower Portable Vacuum,0.8,-7.39
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.7,-7.38
Pressboard Data Binders by Wilson Jones,0.7,-7.37
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,0.7,-7.37
Cisco SPA508G,0.4,-7.26
Lexmark 20R1285 X6650 Wireless All-in-One Printer,0.5,-7.2
"Global Stack Chair with Arms, Black",0.3,-7.2
Logitech G105 Gaming Keyboard,0.2,-7.12
Cardinal Slant-D Ring Binders,0.7,-6.95
DAX Two-Tone Silver Metal Document Frame,0.6,-6.88
